"park","plot","species","rep","date","plot.1","subplot","height","biomass","topfr","sidefr","notes","fruits","seeds","unique","PLECON","NAVSQU","PLAFIG","EPIDEN","GILCAP","COLLIN","CLAPUR","COLLOM","LACTUCA","SHEARV","GERANIUM","LEUVUL","CERGLO","LATHVIC","MYOSOTIS","TRIFOLIUM","ERILAN","DAUCAR","A","B","C","D","E","F","G","sedge","LINBIE","VERARV","DICCON","ACMAME"
"WIR","DIVERSE","PLAFIG",22,"7/17/24",4,"C3",NA,"0.0078",NA,NA,NA,5,20,"WIR-DIVERSE-4-C3",0,12,1,4,6,7,13,2,3,6,0,0,1,0,1,0,0,2,10,0,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","PLAFIG",23,"7/17/24",6,"C5",NA,NA,NA,NA,NA,9,36,"WIR-DIVERSE-6-C5",0,55,0,4,3,1,4,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","PLAFIG",24,"7/17/24",7,"A1",NA,NA,NA,NA,NA,23,92,"WIR-DIVERSE-7-A1",0,10,1,1,0,0,6,2,0,0,0,0,0,0,2,0,0,7,3,0,0,7,0,4,0,0,NA,1,NA,NA
"WIR","DIVERSE","PLAFIG",25,"7/17/24",7,"C3",NA,NA,NA,NA,NA,8,32,"WIR-DIVERSE-7-C3",0,11,1,1,1,1,7,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,2
"WIR","DIVERSE","PLAFIG",26,"7/17/24",4,"B4",NA,NA,NA,NA,NA,2,8,"WIR-DIVERSE-4-B4",0,8,0,0,0,3,22,1,1,8,0,0,3,2,0,0,0,6,6,0,0,0,0,0,0,0,NA,2,NA,NA
"WIR","DIVERSE","PLAFIG",27,"7/17/24",8,"D5",NA,NA,NA,NA,NA,9,36,"WIR-DIVERSE-8-D5",0,34,1,0,0,2,9,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","PLAFIG",28,"7/17/24",8,"C5",NA,NA,NA,NA,NA,12,48,"WIR-DIVERSE-8-C5",0,2,4,5,6,10,14,0,0,0,0,0,0,1,0,0,0,7,0,0,0,1,0,0,0,0,NA,NA,NA,1
"WIR","DIVERSE","PLAFIG",29,"7/17/24",8,"C4",NA,NA,NA,NA,NA,12,48,"WIR-DIVERSE-8-C4",0,36,3,0,2,4,4,0,0,0,0,1,3,0,2,0,0,15,0,0,0,0,0,0,0,0,NA,3,NA,1
"WIR","DIVERSE","PLAFIG",30,"7/17/24",9,"D3",NA,NA,NA,NA,"notebook entry",4,16,"WIR-DIVERSE-9-D3",0,0,1,0,2,1,13,1,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1
"WIR","DIVERSE","PLECON",1,"7/15/24",2,"C2",16,NA,NA,NA,NA,60,60,"WIR-DIVERSE-2-C2",0,9,2,3,1,3,37,8,0,1,0,0,2,0,2,0,0,2,2,0,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","PLECON",2,"7/17/24",4,"B2",29.3,"0.139",NA,NA,NA,50,50,"WIR-DIVERSE-4-B2",1,18,0,0,2,5,3,3,0,1,0,0,1,0,1,0,0,1,8,0,0,0,0,0,1,0,NA,NA,NA,NA
"WIR","DIVERSE","PLECON",4,"7/12/24",1,"E1",20.9,NA,NA,NA,NA,20,20,"WIR-DIVERSE-1-E1",1,4,0,3,3,3,15,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,NA,NA,NA,NA
"WIR","DIVERSE","PLECON",5,"7/12/24",1,"C2",11.4,NA,NA,NA,NA,20,20,"WIR-DIVERSE-1-C2",1,10,0,1,3,7,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,NA,NA,NA
"WIR","DIVERSE","PLECON",6,"7/12/24",1,"C3",18.2,NA,NA,NA,NA,10,10,"WIR-DIVERSE-1-C3",3,15,2,6,5,4,10,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA
"WIR","DIVERSE","PLECON",7,"7/15/24",2,"D3",14.4,"0.06",NA,NA,NA,30,30,"WIR-DIVERSE-2-D3",1,13,2,4,6,5,19,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA
"WIR","DIVERSE","PLECON",8,"7/15/24",2,"D2",15.5,"0.062",NA,NA,NA,40,40,"WIR-DIVERSE-2-D2",2,9,3,4,11,4,17,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,NA,NA,NA,NA
"WIR","DIVERSE","PLECON",9,"7/15/24",2,"E2",13.3,"0.056",NA,NA,NA,20,20,"WIR-DIVERSE-2-E2",2,5,0,4,3,7,14,4,1,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,1,NA,NA,NA,NA
"WIR","DIVERSE","PLECON",10,"7/15/24",5,"E1",13.2,"0.057",NA,NA,NA,20,20,"WIR-DIVERSE-5-E1",1,42,0,1,3,1,12,0,0,0,0,0,1,0,0,0,0,6,4,0,1,2,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","PLECON",11,"7/15/24",3,"A3",25.8,"0.167",NA,NA,NA,20,20,"WIR-DIVERSE-3-A3",1,4,1,4,2,0,21,4,1,0,0,0,2,2,0,0,0,6,3,0,1,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","PLECON",12,"7/15/24",3,"A4",17.7,NA,NA,NA,NA,40,40,"WIR-DIVERSE-3-A4",2,19,2,3,4,1,20,2,0,0,0,0,0,2,1,0,1,2,0,0,1,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","PLECON",13,"7/15/24",3,"D3",11.2,"0.04",NA,NA,NA,70,70,"WIR-DIVERSE-3-D3",1,2,0,1,0,2,17,0,1,1,0,0,1,1,2,0,0,0,3,0,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","PLECON",14,"7/15/24",3,"A4",16.9,"0.027",NA,NA,NA,30,30,"WIR-DIVERSE-3-A4",2,19,2,3,4,1,20,2,0,0,0,0,0,2,1,0,1,2,0,0,1,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","PLECON",15,"7/17/24",2,"C5",20.2,NA,NA,NA,NA,70,70,"WIR-DIVERSE-2-C5",0,2,0,0,1,0,25,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","PLECON",16,"7/17/24",10,"B4",11.5,NA,NA,NA,NA,30,30,"WIR-DIVERSE-10-B4",1,2,0,1,2,0,33,0,0,0,1,0,0,1,1,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0
"WIR","DIVERSE","PLECON",17,"7/17/24",10,"C3",16.1,NA,NA,NA,NA,30,30,"WIR-DIVERSE-10-C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","COLLOM",2,"7/12/24",NA,NA,8.1,"1.505",6,4,"",62,186,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","COLLOM",3,"7/12/24",NA,NA,11.4,"5.5",21,11,"",362,1086,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","COLLOM",4,"7/12/24",NA,NA,10.2,"3.835",13,6,"",163,489,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","COLLOM",5,"7/12/24",NA,NA,7.9,"1.234",10,7,"",31,93,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","COLLOM",6,"7/12/24",NA,NA,8,"2.794",11,9,"",254,762,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","COLLOM",7,"7/12/24",NA,NA,10.3,"3.552",10,4,"",126,378,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","COLLOM",8,"7/12/24",NA,NA,6.6,"1.304",19,9,"",109,327,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","COLLOM",9,"7/12/24",NA,NA,8.3,"1.0729",13,10,"",73,219,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","COLLOM",10,"7/12/24",NA,NA,9.1,"",NA,NA,"",144.857226068969,434.571678206908,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","NAVSQU",1,"7/12/24",NA,NA,40,"11.504",33,7,"",418,8360,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","NAVSQU",2,"7/12/24",NA,NA,52,"25.258",30,8,"",1078,21560,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","NAVSQU",3,"7/12/24",NA,NA,49,"36.033",35,12,"",2315,46300,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","NAVSQU",4,"7/12/24",NA,NA,53,"",NA,1,"",1770.71975490653,35414.3950981307,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","NAVSQU",5,"7/12/24",NA,NA,52,"29.674",27,8,"",1251,25020,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","NAVSQU",6,"7/12/24",NA,NA,50,"14.817",40,12,"",1120,22400,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","NAVSQU",7,"7/12/24",NA,NA,55,"26.928",26,17,"",2712,54240,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","NAVSQU",8,"7/12/24",NA,NA,57,"24.536",38,22,"",2260,45200,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","NAVSQU",9,"7/12/24",NA,NA,45,"13.237",35,10,"",735,14700,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","NAVSQU",10,"7/12/24",NA,NA,47,"",NA,NA,"",1029.69606439827,20593.9212879654,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","CLAPUR",1,"7/12/24",NA,NA,10.7,"1.4725",NA,NA,"",30,1620,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","CLAPUR",2,"7/12/24",NA,NA,11.4,"0.6239",NA,NA,"",19,1026,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","CLAPUR",3,"7/12/24",NA,NA,10.6,"2.0077",NA,NA,"",71,3834,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","CLAPUR",4,"7/12/24",NA,NA,14.4,"",NA,NA,"",76,4104,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","CLAPUR",5,"7/12/24",NA,NA,14.5,"",NA,NA,"",93,5022,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","CLAPUR",6,"7/12/24",NA,NA,15.6,"1.6878",NA,NA,"",34,1836,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","CLAPUR",7,"7/12/24",NA,NA,11.5,"0.6785",NA,NA,"",18,972,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","CLAPUR",8,"7/12/24",NA,NA,10.3,"3.385",NA,NA,"",58,3132,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","CLAPUR",9,"7/12/24",NA,NA,14.5,"0.557",NA,NA,"",33,1782,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","CLAPUR",10,"7/12/24",NA,NA,7.1,"",NA,NA,"",2,108,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","CLAPUR",11,"7/12/24",NA,NA,13.5,"0.9403",NA,NA,"",51,2754,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","CLAPUR",12,"7/12/24",NA,NA,7.6,"",NA,NA,"",37,1998,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","CLAPUR",13,"7/12/24",NA,NA,16,"",NA,NA,"",22,1188,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","COLLIN",3,"7/2/24",NA,NA,7.3,"",NA,NA,"",0,0,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","COLLIN",4,"7/2/24",NA,NA,14.4,"",NA,NA,"",33,132,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","COLLIN",5,"7/2/24",NA,NA,17.1,"",NA,NA,"",118,472,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","COLLIN",6,"7/2/24",NA,NA,21.6,"",NA,NA,"",41,164,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","COLLIN",7,"7/2/24",NA,NA,8.2,"",NA,NA,"",24,96,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","COLLIN",8,"7/2/24",NA,NA,10.1,"",NA,NA,"",12,48,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","COLLIN",9,"7/2/24",NA,NA,8.5,"",NA,NA,"",4,16,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","COLLIN",10,"7/2/24",NA,NA,5.2,"",NA,NA,"",10,40,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","COLLIN",11,"7/2/24",NA,NA,4.5,"",NA,NA,"",7,28,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","COLLIN",12,"7/2/24",NA,NA,9.3,"",NA,NA,"",2,8,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","COLLIN",13,"7/2/24",NA,NA,5.6,"",NA,NA,"",2,8,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","GILCAP",2,"7/12/24",NA,NA,9,"2.972",NA,NA,"herbivory",950,1900,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","GILCAP",3,"7/12/24",NA,NA,13.5,"8.286",NA,NA,"herbivory",2525,5050,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","GILCAP",4,"7/12/24",NA,NA,23,"3.267",NA,NA,"herbivory",1275,2550,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","GILCAP",5,"7/12/24",NA,NA,24,"",NA,NA,"herbivory",2300,4600,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","GILCAP",6,"7/12/24",NA,NA,24,"5.11",NA,NA,"herbivory",1875,3750,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","GILCAP",7,"7/12/24",NA,NA,13,"3.298",NA,NA,"herbivory",1450,2900,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","GILCAP",8,"7/12/24",NA,NA,24,"3.147",NA,NA,"herbivory",1125,2250,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","GILCAP",9,"7/12/24",NA,NA,18,"2.922",NA,NA,"herbivory",2025,4050,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","GILCAP",10,"7/12/24",NA,NA,12,"4.229",NA,NA,"herbivory",1425,2850,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","PLAFIG",1,"7/2/24",NA,NA,43.2,"",NA,NA,"",142,568,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","PLAFIG",2,"7/2/24",NA,NA,35.8,"",NA,NA,"",172,688,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","PLAFIG",3,"7/2/24",NA,NA,33.5,"",NA,NA,"",145,580,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","PLAFIG",4,"7/2/24",NA,NA,30.5,"",NA,NA,"",175,700,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","PLAFIG",5,"7/2/24",NA,NA,44.3,"",NA,NA,"",137,548,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","PLAFIG",6,"7/2/24",NA,NA,31.5,"",NA,NA,"",289,1156,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","PLAFIG",7,"7/2/24",NA,NA,49.6,"",NA,NA,"",582,2328,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","PLAFIG",8,"7/2/24",NA,NA,37.8,"",NA,NA,"",53,212,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","PLAFIG",9,"7/2/24",NA,NA,32.7,"",NA,NA,"",114,456,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","PLAFIG",10,"7/2/24",NA,NA,33.5,"",NA,NA,"",86,344,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","PLECON",1,"6/25/24",NA,NA,15.7,"none",NA,NA,"",10,10,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","PLECON",2,"6/25/24",NA,NA,24.5,"none",NA,NA,"",80,80,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","PLECON",3,"7/2/24",NA,NA,10,"none",NA,NA,"",50,50,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","PLECON",4,"6/25/24",NA,NA,15.9,"none",NA,NA,"",130,130,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
