"park","plot","species","rep","date","plot.1","subplot","height","biomass","topfr","sidefr","notes","fruits","seeds","unique","focal_collect","PLECON","NAVSQU","PLAFIG","EPIDEN","GILCAP","COLLIN","CLAPUR","COLLOM","LACTUCA","MYO","CHICKWEED","VICIA","MADIA","LEUVUL","DAUCUS","LINBIE","PLANTAIN","GERANIUM","GALIUM","SHEARV","CAMAS","CLOVER","J","C","F","G","H","I","VERARV","A","SEDGE","EPICIL","ERILAN","JUNCUS","SCARLET.PIMPERNEL","LUPBIC","D","FRLA"
"BR","ALONE","COLLOM",3,"7/24/24",NA,NA,6.4,"1.544",6,4,"",62,186,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","COLLOM",4,"7/24/24",NA,NA,12.4,"3.677",5,4,"",129,387,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","COLLOM",5,"7/24/24",NA,NA,5.3,"0.329",0,2,"",4,12,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","NAVSQU",1,"7/24/24",NA,NA,32.8,"11.334",46,31,"",2165,43300,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","NAVSQU",2,"7/24/24",NA,NA,43.2,"6.363",28,13,"",625,12500,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","NAVSQU",3,"7/24/24",NA,NA,35.1,"3.443",34,15,"",380,7600,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","NAVSQU",4,"7/24/24",NA,NA,35.3,"",NA,NA,"",632.156633230074,12643.1326646015,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","NAVSQU",5,"7/24/24",NA,NA,40.6,"",NA,NA,"",679.006871489313,13580.1374297863,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","NAVSQU",6,"7/24/24",NA,NA,36.9,"4.735",18,13,"",443,8860,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","NAVSQU",7,"7/24/24",NA,NA,38.7,"4.934",29,21,"",410,8200,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","NAVSQU",8,"7/24/24",NA,NA,35.6,"6.517",34,16,"",542,10840,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","NAVSQU",9,"7/24/24",NA,NA,13.7,"0.889",16,5,"",99,1980,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","NAVSQU",10,"7/24/24",NA,NA,43.2,"4.321",28,21,"",399,7980,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","CLAPUR",1,"7/24/24",NA,NA,13,"0.371",NA,NA,"",11,594,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","CLAPUR",4,"7/24/24",NA,NA,9.5,"0.136",NA,NA,"",2,108,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","CLAPUR",5,"7/24/24",NA,NA,12.1,"0.199",NA,NA,"",3,162,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","CLAPUR",6,"7/24/24",NA,NA,10.2,"0.304",NA,NA,"",4,216,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","CLAPUR",7,"7/24/24",NA,NA,13.6,"0.469",NA,NA,"",9,486,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","CLAPUR",8,"7/24/24",NA,NA,6.9,"",NA,NA,"",4,216,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","CLAPUR",9,"7/24/24",NA,NA,14.9,"",NA,NA,"",9,486,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","CLAPUR",10,"7/24/24",NA,NA,14.3,"0.528",NA,NA,"",11,594,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","CLAPUR",11,"7/24/24",NA,NA,17.2,"0.189",NA,NA,"",3,162,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","CLAPUR",12,"7/24/24",NA,NA,5.3,"0.167",NA,NA,"",5,270,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","COLLIN",1,"7/2/24",NA,NA,9,"",NA,NA,"",16,64,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","COLLIN",4,"7/2/24",NA,NA,22.7,"0.053",NA,NA,"",39,156,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","COLLIN",5,"7/2/24",NA,NA,4.5,"0.041",NA,NA,"",5,20,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","COLLIN",6,"7/2/24",NA,NA,12.6,"0.21",NA,NA,"",12,48,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","COLLIN",7,"7/2/24",NA,NA,8.5,"0.132",NA,NA,"",2,8,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","COLLIN",8,"7/2/24",NA,NA,7.6,"0.015",NA,NA,"",2,8,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","COLLIN",9,"7/2/24",NA,NA,6,"0.02",NA,NA,"",3,12,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","COLLIN",10,"7/2/24",NA,NA,8.6,"",NA,NA,"",6,24,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","COLLIN",11,"7/2/24",NA,NA,7.5,"",NA,NA,"",8,32,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","COLLIN",12,"7/2/24",NA,NA,4.4,"",NA,NA,"",1,4,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","GILCAP",2,"7/24/24",NA,NA,10.7,"0.765",NA,NA,"",225,450,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","GILCAP",4,"7/24/24",NA,NA,13.6,"0.437",NA,NA,"",350,700,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","GILCAP",5,"7/24/24",NA,NA,11.6,"0.952",NA,NA,"",375,750,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","GILCAP",6,"7/24/24",NA,NA,8.3,"0.457",NA,NA,"",425,850,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","GILCAP",7,"7/24/24",NA,NA,15.1,"0.912",NA,NA,"",250,500,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","GILCAP",8,"7/24/24",NA,NA,10,"0.195",NA,NA,"",400,800,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","GILCAP",9,"7/24/24",NA,NA,13.7,"1.15",NA,NA,"",425,850,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","GILCAP",10,"7/24/24",NA,NA,29,"1.295",NA,NA,"",425,850,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","GILCAP",11,"7/24/24",NA,NA,31.4,"",NA,NA,"",350,700,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","PLAFIG",1,"6/25/24",NA,NA,17.3,"none",NA,NA,"",23,92,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","PLAFIG",2,"6/25/24",NA,NA,15.4,"none",NA,NA,"",59,236,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","PLAFIG",4,"6/25/24",NA,NA,20.9,"none",NA,NA,"",107,428,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","PLAFIG",5,"6/25/24",NA,NA,25.6,"none",NA,NA,"",112,448,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","PLAFIG",6,"6/25/24",NA,NA,20.6,"none",NA,NA,"",132,528,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","PLAFIG",7,"6/25/24",NA,NA,19.3,"none",NA,NA,"",217,868,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","PLAFIG",8,"6/25/24",NA,NA,15.1,"none",NA,NA,"",85,340,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","PLAFIG",9,"6/25/24",NA,NA,19.6,"none",NA,NA,"",71,284,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","PLAFIG",10,"6/25/24",NA,NA,21,"none",NA,NA,"",66,264,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","PLAFIG",11,"6/25/24",NA,NA,11,"none",NA,NA,"",15,60,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","PLECON",1,"6/25/24",NA,NA,34.8,"none",NA,NA,"",230,230,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","PLECON",2,"6/25/24",NA,NA,31.5,"none",NA,NA,"",220,220,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","PLECON",4,"7/2/24",NA,NA,26,"none",NA,NA,"",110,110,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","PLECON",5,"6/25/24",NA,NA,25.5,"none",NA,NA,"",150,150,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","PLECON",6,"6/25/24",NA,NA,24.1,"none",NA,NA,"",90,90,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","PLECON",7,"7/2/24",NA,NA,8.6,"none",NA,NA,"",30,30,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","PLECON",8,"6/25/24",NA,NA,13.3,"none",NA,NA,"",30,30,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","PLECON",9,"6/25/24",NA,NA,20.6,"none",NA,NA,"",160,160,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","ALONE","PLECON",10,"7/2/24",NA,NA,28,"none",NA,NA,"",70,70,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","EPIDEN",1,"7/24/24",4,"A2",11.6,"0.105",NA,NA,NA,6,90,"BR-DIVERSE-4-A2",NA,0,4,0,2,3,0,4,0,1,2,0,0,1,0,2,3,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","EPIDEN",2,"7/25/24",13,"D2",11.2,"0.043",NA,NA,NA,5,75,"BR-DIVERSE-13-D2",NA,0,24,0,4,8,0,1,1,1,0,0,0,2,0,1,2,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0
"BR","DIVERSE","EPIDEN",3,"7/25/24",5,"C1",8.5,"0.056",NA,NA,NA,4,60,"BR-DIVERSE-5-C1",NA,0,0,0,4,3,2,7,1,0,0,0,0,5,0,4,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,NA,NA,NA
"BR","DIVERSE","EPIDEN",4,"7/24/24",1,"B2",30.6,"0.372",NA,NA,NA,19,285,"BR-DIVERSE-1-B2",NA,0,26,0,4,2,3,6,5,1,0,2,0,1,0,0,2,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","EPIDEN",5,"7/24/24",1,"C2",11.3,NA,NA,NA,NA,8,120,"BR-DIVERSE-1-C2",NA,2,19,0,4,3,3,4,2,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,2,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","EPIDEN",6,"7/24/24",2,"B5",14.9,NA,NA,NA,NA,11,165,"BR-DIVERSE-2-B5",NA,0,6,0,2,0,3,1,1,1,0,0,0,4,1,2,6,0,2,0,0,3,0,0,7,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","EPIDEN",7,"7/24/24",2,"A5",7.5,NA,NA,NA,NA,6,90,"BR-DIVERSE-2-A5",NA,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","EPIDEN",7,"7/24/24",2,"D3",7.9,NA,NA,NA,NA,6,90,"BR-DIVERSE-2-D3",NA,0,3,0,2,0,0,1,1,2,0,0,0,11,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","EPIDEN",8,"7/24/24",2,"D1",6,"0.007",NA,NA,NA,1,15,"BR-DIVERSE-2-D1",NA,0,1,0,1,0,0,6,1,2,0,0,0,19,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","EPIDEN",9,"7/24/24",3,"B4",12.3,NA,NA,NA,NA,9,135,"BR-DIVERSE-3-B4",NA,0,1,0,2,1,0,0,1,1,2,0,0,5,0,2,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","EPIDEN",10,"7/24/24",3,"D3",15.8,NA,NA,NA,NA,12,180,"BR-DIVERSE-3-D3",NA,0,16,1,13,1,1,4,1,3,1,0,0,4,0,2,3,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","EPIDEN",11,"7/24/24",3,"C3",11.3,NA,NA,NA,NA,8,120,"BR-DIVERSE-3-C3",NA,0,0,0,7,0,3,0,0,4,4,0,0,8,2,0,4,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","EPIDEN",12,"7/24/24",4,"E2",10.1,NA,NA,NA,NA,8,120,"BR-DIVERSE-4-E2",NA,0,0,0,7,0,0,4,2,3,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,NA,1,NA,NA,NA,NA
"BR","DIVERSE","EPIDEN",13,"7/24/24",4,"C1",6,"0.013",NA,NA,NA,3,45,"BR-DIVERSE-4-C1",NA,0,0,0,1,5,0,6,1,2,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","EPIDEN",14,"7/24/24",4,"E3",9.8,NA,NA,NA,NA,7,105,"BR-DIVERSE-4-E3",NA,0,9,0,3,1,2,2,3,3,1,0,0,4,0,3,4,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","EPIDEN",15,"7/25/24",5,"B1",9.4,NA,NA,NA,NA,7,105,"BR-DIVERSE-5-B1",NA,0,0,0,7,1,1,6,3,0,1,0,0,6,0,0,3,0,2,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"BR","DIVERSE","EPIDEN",16,"7/25/24",5,"E3",14.6,NA,NA,NA,NA,11,165,"BR-DIVERSE-5-E3",NA,2,2,2,2,0,1,7,4,0,0,0,0,2,1,2,2,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
