"park","plot","species","rep","date","plot.1","subplot","height","biomass","topfr","sidefr","notes","fruits","seeds","unique","focal_collect","PLECON","NAVSQU","PLAFIG","EPIDEN","GILCAP","COLLIN","CLAPUR","COLLOM","LACTUCA","SHEARV","GALIUM","LATHVIC","ERILAN","DAUCAR","APOAND","LUPBIC","LEUVUL","TRIFOLIUM","MYOSOTIS","CERGLO","GERANIUM","D","F","G","Z","HYPERNICUM","CIRSIUM","VERARV"
"SEM","ALONE","PLAFIG",9,"7/18/24",NA,NA,NA,"",NA,NA,"",732,2928,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","PLAFIG",10,"7/18/24",NA,NA,NA,"",NA,NA,"",297,1188,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","PLAFIG",11,"7/18/24",NA,NA,NA,"",NA,NA,"",1055,4220,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","PLECON",1,"6/25/24",NA,NA,37.4,"None",NA,NA,"",150,150,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","PLECON",4,"6/25/24",NA,NA,24.1,"None",NA,NA,"",250,250,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","PLECON",5,"6/25/24",NA,NA,21.4,"None",NA,NA,"",320,320,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","PLECON",6,"6/25/24",NA,NA,20.5,"None",NA,NA,"",580,580,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","PLECON",7,"6/25/24",NA,NA,18.1,"None",NA,NA,"",70,70,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","PLECON",8,"7/18/24",NA,NA,25.2,"None",NA,NA,"",350,350,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","PLECON",9,"7/18/24",NA,NA,33.1,"None",NA,NA,"",400,400,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","PLECON",10,"6/25/24",NA,NA,15.6,"None",NA,NA,"",100,100,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","COLLIN",1,NA,NA,NA,NA,NA,NA,NA,NA,19,76,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","COLLIN",2,NA,NA,NA,NA,NA,NA,NA,NA,13,52,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","COLLIN",3,NA,NA,NA,NA,NA,NA,NA,NA,10,40,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","COLLIN",4,NA,NA,NA,NA,NA,NA,NA,NA,27,108,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","COLLIN",5,NA,NA,NA,NA,NA,NA,NA,NA,18,72,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","DIVERSE","EPIDEN",1,"7/22/24",2,"B2",15.7,"0.301",NA,NA,NA,11,165,"SEM-DIVERSE-2-B2","Y",0,26,1,5,4,0,2,4,0,6,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA
"SEM","DIVERSE","EPIDEN",2,"7/22/24",5,"D2",23.7,"0.175",NA,NA,NA,5,75,"SEM-DIVERSE-5-D2","Y",0,17,0,4,3,0,0,5,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"SEM","DIVERSE","EPIDEN",3,"7/22/24",4,"C5",9.4,"0.0479",NA,NA,NA,2,30,"SEM-DIVERSE-4-C5","Y",0,4,0,9,5,0,4,5,0,10,5,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"SEM","DIVERSE","EPIDEN",5,"7/19/24",4,"C1",22.1,NA,NA,NA,NA,19,285,"SEM-DIVERSE-4-C1","Y",0,2,0,2,3,0,2,8,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"SEM","DIVERSE","EPIDEN",6,"7/19/24",4,"A1",14.6,NA,NA,NA,NA,9,135,"SEM-DIVERSE-4-A1","Y",0,1,0,1,0,0,0,5,0,3,9,1,0,0,1,0,0,1,2,0,1,0,0,0,NA,NA,NA,NA
"SEM","DIVERSE","EPIDEN",7,"7/19/24",4,"E2",13.2,NA,NA,NA,NA,4,60,"SEM-DIVERSE-4-E2","Y",0,4,0,4,4,5,2,5,0,2,6,2,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"SEM","DIVERSE","EPIDEN",8,"7/19/24",1,"E2",18.5,NA,NA,NA,NA,13,195,"SEM-DIVERSE-1-E2","Y",0,20,1,2,4,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"SEM","DIVERSE","EPIDEN",9,"7/19/24",4,"A5",17.8,NA,NA,NA,NA,13,195,"SEM-DIVERSE-4-A5","Y",0,2,0,2,1,0,2,1,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"SEM","DIVERSE","EPIDEN",10,"7/19/24",1,"C4",18.2,NA,NA,NA,NA,13,195,"SEM-DIVERSE-1-C4","Y",0,15,3,6,5,1,8,4,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SEM","DIVERSE","EPIDEN",11,"7/19/24",1,"B3",14,NA,NA,NA,NA,9,135,"SEM-DIVERSE-1-B3","Y",0,18,2,9,4,1,7,1,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEM","DIVERSE","EPIDEN",12,"7/19/24",1,"B1",25.4,"0.369",NA,NA,NA,15,225,"SEM-DIVERSE-1-B1","Y",0,0,0,1,1,0,0,0,0,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEM","DIVERSE","EPIDEN",13,"7/19/24",3,"D4",21.7,"0.135",NA,NA,"replacement",5,75,"SEM-DIVERSE-3-D4","Y",0,1,0,2,2,0,0,1,0,6,7,2,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA
"SEM","DIVERSE","EPIDEN",14,"7/19/24",3,"C2",22.9,NA,NA,NA,NA,20,300,"SEM-DIVERSE-3-C2","Y",0,19,3,3,4,1,2,7,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
"SEM","DIVERSE","EPIDEN",15,"7/19/24",3,"B2",39,"1.158",NA,NA,NA,29,435,"SEM-DIVERSE-3-B2","Y",0,9,2,11,3,2,1,8,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
"SEM","DIVERSE","EPIDEN",16,"7/19/24",8,"E3",15.2,NA,NA,NA,NA,10,150,"SEM-DIVERSE-8-E3","Y",0,0,0,1,0,0,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"SEM","DIVERSE","EPIDEN",17,"7/19/24",8,"E1",15.2,NA,NA,NA,NA,10,150,"SEM-DIVERSE-8-E1","Y",0,0,0,3,0,0,3,1,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"SEM","DIVERSE","EPIDEN",18,"7/19/24",8,"B2",16.2,NA,NA,NA,NA,11,165,"SEM-DIVERSE-8-B2","Y",0,2,0,3,2,0,6,1,0,16,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEM","DIVERSE","EPIDEN",19,"7/19/24",8,"B4",13.5,NA,NA,NA,NA,9,135,"SEM-DIVERSE-8-B4","Y",0,10,0,1,1,1,4,2,0,7,3,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"SEM","DIVERSE","EPIDEN",20,"7/22/24",2,"E1",39.9,NA,NA,NA,NA,97,1455,"SEM-DIVERSE-2-E1","Y",0,1,0,1,0,0,0,0,0,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"SEM","DIVERSE","EPIDEN",21,"7/22/24",2,"C4",17.5,NA,NA,NA,NA,12,180,"SEM-DIVERSE-2-C4","Y",0,27,0,5,3,1,3,5,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"SEM","DIVERSE","EPIDEN",22,"7/22/24",2,"B4",22.3,"0.143",NA,NA,NA,3,45,"SEM-DIVERSE-2-B4","Y",0,17,0,15,3,2,1,3,1,6,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA
"SEM","DIVERSE","EPIDEN",26,"7/22/24",6,"E1",24.8,NA,NA,NA,NA,24,360,"SEM-DIVERSE-6-E1","Y",0,14,0,6,4,1,2,2,2,9,4,2,0,1,0,0,0,2,1,1,1,0,0,0,0,0,1,NA
"SEM","DIVERSE","EPIDEN",27,"7/22/24",6,"D2",22.9,NA,NA,NA,NA,20,300,"SEM-DIVERSE-6-D2","Y",0,40,0,4,3,1,2,5,0,5,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,NA
"SEM","DIVERSE","EPIDEN",28,"7/22/24",6,"C3",16,NA,NA,NA,NA,11,165,"SEM-DIVERSE-6-C3","Y",0,10,1,3,4,2,4,6,0,3,8,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,NA
"SEM","DIVERSE","EPIDEN",29,"7/22/24",6,"E5",20.8,NA,NA,NA,NA,17,255,"SEM-DIVERSE-6-E5","Y",0,26,0,9,3,1,1,10,0,5,1,0,0,6,1,0,0,0,4,0,0,0,0,0,0,0,0,0
"SEM","DIVERSE","EPIDEN",30,"7/22/24",6,"A3",15.3,NA,NA,NA,NA,10,150,"SEM-DIVERSE-6-A3","Y",0,8,0,2,0,1,0,9,0,7,6,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,NA
"SEM","DIVERSE","EPIDEN",30,"7/22/24",5,"D5",33.3,NA,NA,NA,NA,53,795,"SEM-DIVERSE-5-D5","Y",0,11,0,16,2,0,4,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"SEM","DIVERSE","EPIDEN",31,"7/22/24",5,"C3",16.4,"0.146",NA,NA,NA,9,135,"SEM-DIVERSE-5-C3","Y",1,27,0,6,1,0,8,3,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA
"SEM","DIVERSE","EPIDEN",32,"7/22/24",5,"E1",12.1,NA,NA,NA,NA,8,120,"SEM-DIVERSE-5-E1","Y",0,18,0,1,2,0,0,2,0,0,1,0,0,3,0,0,2,0,0,0,0,0,1,NA,NA,NA,NA,NA
"SEM","DIVERSE","EPIDEN",33,"7/22/24",7,"B1",14.3,NA,NA,NA,NA,9,135,"SEM-DIVERSE-7-B1","Y",3,8,1,11,8,0,7,9,0,5,3,3,0,0,2,0,0,0,3,0,1,0,0,1,0,0,0,0
"SEM","DIVERSE","EPIDEN",34,"7/22/24",7,"A3",21.2,NA,NA,NA,NA,17,255,"SEM-DIVERSE-7-A3","Y",0,8,1,2,4,1,3,0,0,4,4,3,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0
"SEM","ALONE","EPIDEN",1,"7/18/24",NA,NA,11,"1.873",NA,NA,"",42,630,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","EPIDEN",2,"7/18/24",NA,NA,7.5,"1.682",NA,NA,"",61,915,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","EPIDEN",3,"7/18/24",NA,NA,9.9,"2.672",NA,NA,"",78,1170,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","EPIDEN",4,"7/18/24",NA,NA,12.4,"1.752",NA,NA,"",45,675,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","EPIDEN",5,"7/18/24",NA,NA,9.7,"0.806",NA,NA,"",12,180,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","EPIDEN",6,"7/18/24",NA,NA,11.8,"2.839",NA,NA,"",99,1485,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","EPIDEN",7,"7/18/24",NA,NA,28.2,"3.957",NA,NA,"",166,2490,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","EPIDEN",8,"7/18/24",NA,NA,12.1,"3.128",NA,NA,"",156,2340,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","EPIDEN",9,"7/18/24",NA,NA,10,"",NA,NA,"",66.9963781317908,1004.94567197686,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","EPIDEN",10,"7/18/24",NA,NA,12.6,"",NA,NA,"",76.7054346718393,1150.58152007759,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
