"park","plot","species","rep","date","plot.1","subplot","height","biomass","topfr","sidefr","notes","fruits","seeds","unique","PLECON","NAVSQU","PLAFIG","EPIDEN","GILCAP","COLLIN","CLAPUR","COLLOM","LACTUCA","SHEARV","GERANIUM","CERGLO","MADIA","LATHVIC","MYOSOTIS","ERILAN","NAVINT","DAUCAR","A","B","C","DANDEION","TRIFOLIUM","CLAAMO"
"RF","DIVERSE","EPIDEN",5,"7/4/24",1,"D2",38.8,NA,NA,NA,"collected",20,300,"RF-DIVERSE-1-D2",7,1,0,11,3,21,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF","DIVERSE","EPIDEN",6,"7/8/24",2,"C1",38,NA,NA,NA,"collected",20,300,"RF-DIVERSE-2-C1",6,9,6,8,7,13,4,13,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
"RF","DIVERSE","EPIDEN",7,"7/8/24",2,"C2",27,NA,NA,NA,"collected",13,195,"RF-DIVERSE-2-C2",8,18,6,10,17,9,7,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"RF","DIVERSE","EPIDEN",8,"7/8/24",2,"E4",40.2,NA,NA,NA,"collected",21,315,"RF-DIVERSE-2-E4",0,2,0,6,5,6,4,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"RF","DIVERSE","EPIDEN",9,"7/8/24",3,"A5",68.7,"2.82",NA,NA,"collected",84,1260,"RF-DIVERSE-3-A5",0,10,5,8,2,6,0,6,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0
"RF","DIVERSE","EPIDEN",10,"7/8/24",3,"A1",31.6,"0.221",NA,NA,"collected",7,105,"RF-DIVERSE-3-A1",2,0,2,7,2,4,0,13,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0
"RF","DIVERSE","EPIDEN",11,"7/8/24",3,"E4",59.7,"0.486",NA,NA,"collected",11,165,"RF-DIVERSE-3-E4",0,1,1,18,0,1,3,6,2,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0
"RF","DIVERSE","EPIDEN",12,"7/8/24",3,"C5",46.2,"0.381",NA,NA,"collected",12,180,"RF-DIVERSE-3-C5",2,5,0,4,1,4,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"RF","DIVERSE","EPIDEN",13,"7/8/24",3,"B1",41.3,NA,NA,NA,"collected",22,330,"RF-DIVERSE-3-B1",0,2,2,10,3,3,5,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"RF","DIVERSE","EPIDEN",14,"7/4/24",4,"E4",26.6,"0.218",NA,NA,"collected",19,285,"RF-DIVERSE-4-E4",0,29,0,16,4,2,1,3,2,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0
"RF","DIVERSE","EPIDEN",15,"7/8/24",4,"A3",29.4,NA,NA,NA,"collected",14,210,"RF-DIVERSE-4-A3",0,16,1,12,5,3,0,7,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"RF","DIVERSE","EPIDEN",16,"7/8/24",4,"A1",13.3,NA,NA,NA,"collected",8,120,"RF-DIVERSE-4-A1",2,3,0,3,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"RF","DIVERSE","EPIDEN",17,"7/8/24",4,"C1",23,NA,NA,NA,"collected",11,165,"RF-DIVERSE-4-C1",2,28,3,4,5,9,4,6,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"RF","DIVERSE","EPIDEN",18,"7/10/24",5,"E5",34.1,NA,NA,NA,NA,17,255,"RF-DIVERSE-5-E5",0,2,2,26,0,2,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"RF","DIVERSE","EPIDEN",19,"7/10/24",5,"B2",35.6,NA,NA,NA,NA,18,270,"RF-DIVERSE-5-B2",0,30,4,8,4,12,0,7,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0
"RF","DIVERSE","EPIDEN",20,"7/10/24",5,"B4",20.1,NA,NA,NA,NA,10,150,"RF-DIVERSE-5-B4",0,12,3,13,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"RF","DIVERSE","EPIDEN",21,"7/10/24",5,"B5",19.5,NA,NA,NA,NA,10,150,"RF-DIVERSE-5-B5",0,11,2,23,2,5,2,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
"RF","ALONE","EPIDEN",1,"7/10/24",NA,NA,80.8,"20.159",NA,NA,"",53,795,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","EPIDEN",2,"7/10/24",NA,NA,80.8,"6.737",NA,NA,"",128,1920,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","EPIDEN",3,"7/10/24",NA,NA,54.8,"3.527",NA,NA,"",100,1500,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","EPIDEN",4,"7/10/24",NA,NA,60.9,"9.377",NA,NA,"",150,2250,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","EPIDEN",5,"7/10/24",NA,NA,79.3,"",NA,NA,"",155.028607414195,2325.42911121292,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","EPIDEN",6,"7/10/24",NA,NA,74.2,"4.435",NA,NA,"",104,1560,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","EPIDEN",7,"7/10/24",NA,NA,64.9,"9.446",NA,NA,"",223,3345,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","EPIDEN",8,"7/10/24",NA,NA,73.7,"15.647",NA,NA,"",319,4785,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","EPIDEN",9,"7/10/24",NA,NA,74.3,"",NA,NA,"",151.658803280602,2274.88204920903,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","EPIDEN",10,"7/10/24",NA,NA,72.6,"",NA,NA,"",150.529836356491,2257.94754534736,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","EPIDEN",11,"7/10/24",NA,NA,45,"2.536",NA,NA,"",99,1485,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","EPIDEN",12,"7/10/24",NA,NA,73.9,"",NA,NA,"",151.392404591925,2270.88606887888,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","EPIDEN",13,"7/10/24",NA,NA,80.6,"",NA,NA,"",155.916954572312,2338.75431858468,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
